Tree,Linearisation
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN ja_9_10_N) (UsePron i_Pron))) (UseV khuluphal_V))))) (PlusChunk (Adv_Chunker (Adv_Chunk lapho_Adv)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ingahambi""))) (OneChunk (S_Chunker (S_Chunk (AdvS (PositAdvAdj ningi_A) (ExistNP (RelNP (UsePron (ProDrop youSg_Pron)) (UseRCl TPastTemp PPos (RelVPShort IdRP (ComplV2 anel_V2 (UsePron (ProDrop it17_Pron))))))))))))))",inja yami iyakhuluphala lapho ingahambi kaningi ngokwanele
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN mndeni_1a_2a_N) (UsePron i_Pron))) (AdvVP (CopNP (RelNP (DetCN (DetNum NumSg) (UseN tho_9_10_N)) (UseRCl TPastTemp PPos (RelVPShort IdRP (UseV balulek_V))))) (LocAdvNPAdv kakhulu_Adv (UsePron i_Pron)))))) NoVoc,umndeni wami uyinto ebaluleke kakhulu kimi
"ChunkPhr (PlusChunk (CN_Chunker (CN_Pl_Chunk (PossNP (UseN hlobo_11_10_N) (DetCN (DetNum NumPl) (UseN zambane_5_6_N))))) (PlusChunk (RS_Chunker (RS_Chunk (ProDrop i_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (ComplV2 thand_V2 (UsePron (ProDrop they10_Pron))))))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN zambane_5_6_N)) (UseVStative cubuziw_V))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop youPl_Pron) (UseV om_V))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""amashibisi""))))))))",izinhlobo zamazambane engizithandayo amazambane acubuziwe noma amashibisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN ngani_1_2_N) (UsePron i_Pron))) (AdvVP (AdvVP (CopNPAssoc (DetCN (DetNum NumSg) (PossNP (UseN pholi_1a_2a_N) (DetCN (DetNum NumSg) (UseN lwane_7_8_N))))) (NPAdv (RelNP (UsePron (ProDrop youSg_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 az_V2 (UsePron (ProDrop it17_Pron)))))))) (NPAdv (Deverb15 PPos (UseV khulum_V))))))) NoVoc,umngani wami unopholi wesilwane okwazi ukukhuluma
ExtPhrConj (PhrUtt NoPConj (UttS (ExistNP (AdvNP (UsePron (ProDrop it14_Pron)) (NPAdv (DetCN (DetNum NumSg) (UseN cela_5_6_N)))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (ComplV2 lungis_V2 (DetCN (DetNum NumSg) (UseN bhobo_9_10_N))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (PossNP (UseN bhulukwe_5_6_N) (UsePron it17_Pron))))))))) NoVoc),ngicela ulungise imbobo ebhulukweni lakho
ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (UseV cel_V))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop youSg_Pron) (UseV cosh_V))) (OneChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN doti_1a_2a_N)) (AdvVP (ComplV2 lahl_V2 (UsePron (ProDrop it3_Pron))) kude_Adv)))))))),ngicela ucoshe udoti uwulahle kude
ExtPhrConj (PhrUtt NoPConj (UttS (ExistNP (AdvNP (UsePron (ProDrop he_Pron)) (NPAdv (DetCN (DetNum NumSg) (UseN cela_5_6_N)))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (AdvVP (ComplV2 fak_V2 (DetCN (DetNum NumSg) (UseN woyela_1a_N))) (LocAdvAdv (LocNPAdv (RelNP (DetCN (DetNum NumPl) (UseN sondo_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (DetCN (DetNum NumSg) (UseN sindo_3_4_N)))))))))))) NoVoc),ngicela ufake uwoyela emasondweni anomsindo
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (UseV cel_V))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (AdvVP (ComplV2 lind_V2 (UsePron (ProDrop i_Pron))) lapha_Adv))))) (PlusChunk comma_Chunk (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngeke""))) (OneChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 thath_V2 (RelNP (DetCN (DetNum NumSg) (UseN khathi_7_8_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA de_A)))))))))))))))","ngicela ungilinde lapha, ngeke ngithathe isikhathi eside"
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (UseV cel_V))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop youSg_Pron) (ComplV2 lind_V2 (UsePron (ProDrop i_Pron))))) (PlusChunk comma_Chunk (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngeke""))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN gibe_9_10_N)))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (CopAP (PositA de_A))))))))))))","ngicela ungilinde, ngeke ngibe mude"
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 zw_V2 (DetCN (DetNum NumPl) (UseN nyoni_9_10_N))))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop they8_Pron) (UseV cul_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngezintathakusa""))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop youSg_Pron) (UseV m_V))) (OneChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (UseV vuk_V))))))))",ngizwa izinyoni zicula ngezintathakusa uma ngivuka
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 zw_V2 (RelNP (AdvNP (Deverb15 PPos (UseV dum_V)) (KwaNPAdv (DetCN (DetNum NumSg) (UseN zulu_5_N)))) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA khulu_A)))))))))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 ab_V2 (UsePron (ProDrop i_Pron)))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""sengibona""))) (PlusChunk (N_Chunker (N_Sg_Chunk bani_3_4_N)) (PlusChunk (Adv_Chunker (Adv_Chunk (LocAdvAdv emuva_LocAdv))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kwalokho"")))))))))",ngizwe ukuduma kwezulu okukhulu ngabe sengibona umbani emuva kwalokho
"ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 zw_V2 (UsePron (ProDrop i_Pron)))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""umsidno""))) (PlusChunk (N_Chunker (N_Pl_Chunk mkhulu_1a_2a_N)) (OneChunk (Adv_Chunker (Adv_Chunk phandle_Adv))))))",ngizwe umsidno omkhulu phandle
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 zw_V2 (UsePron (ProDrop it5_Pron))))))) (PlusChunk (CN_Chunker (CN_Sg_Chunk (PossNP (UseN qulu_5_6_N) (DetCN (DetNum NumPl) (UseN nyosi_9_10_N))))) (PlusChunk (Adv_Chunker (Adv_Chunk (LocAdvAdv (LocAdvNP (LocNNgaAdv phambi_LocN) (Deverb15 PPos (UseV b_V)))))) (OneChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop i_Pron) (ComplV2 bon_V2 (UsePron (ProDrop it5_Pron))))))))),ngilizwile iqulu lezinyosi ngaphambi kokuba ngilibone
PhrUtt NoPConj (UttS (AdvS (InstrNPAdv (DetCN (DetNum NumSg) (UseN themba_5_6_N))) (AdvS (NPAdv (Deverb15 PPos (UseV th_V))) (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop it7_Pron)) (AdvVP (AdvVP (CopLocative khona_Loc) (NPAdv (RelNP (DetCN (DetNum NumSg) (UseN lokozane_7_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV lum_V)))))) lapha_Adv)))))) NoVoc,ngethemba ukuthi asikho isilokozane esilumayo lapha
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN hlumela_5_6_N)) (ComplV2 vulek_V2 (AdvNP (PronPostdetNP (ProDrop it3_Pron) (QuantPostdet all_QuantStem)) (InstrNPAdv (RelNP (DetCN (DetNum NumSg) (UseN khathi_7_8_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopQuant only_QuantStem)))))))))) NoVoc,amahlumela azovuleka wonke ngesikhathi esisodwa
"ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk nkonyane_9_6_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""lisancela""))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN nina_1a_2a_N)))))))",inkonyane lisancela kunina
PhrUtt NoPConj (UttS (AdvS (NPAdv (DetCN (DetNum NumSg) (UseN anqante_7_8_N))) (ExistNP (AdvNP (DetCN (DetNum NumSg) (UseN mpande_9_10_N)) (NPAdv (RelNP (UsePron (ProDrop she_Pron)) (UseRCl TPresTemp PPos (RelVP IdRP (ComplV2 dl_V2 (UsePron (ProDrop it9_Pron))))))))))) NoVoc,isanqante yimpande oyidlayo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN ngane_11_N)) (AdvVP (AdvVP (CopNPAssoc (DetCN (DetNum NumSg) (PossNP (UseN thuba_5_6_N) (Deverb15 PPos (UseV dlal_V))))) phakathi_Adv) (NaNPAdv (DetCN (DetNum NumSg) (PossNP (UseN suku_11_10_N) (DetCN (DetNum NumSg) (UseN kole_7_8_N))))))))) NoVoc,izingane zinethuba lokudlala phakathi nosuku lwesikole
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN ngane_7_8_N)) (AdvVP (ComplV2 thand_V2 (Deverb15 PPos (UseV cash_V))) (LocAdvNPAdv (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN hlahla_7_8_N)))) (DetCN (DetNum NumSg) (UseN gadi_9_10_N))))))) NoVoc,izingane zithanda ukucasha ezihlahleni engadini
ChunkPhr (PlusChunk (QS_Chunker (QS_Chunk (UseQCl TPresTemp PPos (QuestIAdv what_IAdv (PredVP (DetCN (DetNum NumSg) (UseN qalo_11_10_N)) (AdvVP (UseV khul_V) (InstrNPAdv (Deverb15 PPos (ComplV2 shesh_V2 (RelNP (UsePron (ProDrop they8_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative mw_V))))))))))))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop they8_Pron) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative fanel_V))))))),uqalo lukhula ngokushesha ezimweni ezifanele
PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 phepheth_V2 (DetCN (DetNum NumSg) (UseN khandlela_5_6_N))))) NoVoc,phephetha ikhandlela
ExtPhrConj (PhrUtt NoPConj (UttImpSg PNeg (ImpVP (ComplV2 az_V2 (UsePron (ProDrop it17_Pron))))) NoVoc) (ChunkPhr (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (ComplV2 dweb_V2 (DetCN (DetNum NumSg) (UseN dlovu_9_10_N))))) (OneChunk questmark_Chunk))),ungakwazi ukudweba indlovu?
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN dumbula_3_4_N)) (CopNP (UsePron (ProDrop it11_Pron))))))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (UseV dl_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""okusemqoka""))) (PlusChunk (NP_Chunker (NP_Loc_Chunk (RelNP (DetCN (DetNum NumPl) (UseN ndawo_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ningi_A))))))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN hlaba_3_4_N)))))))))",umdumbula uwukudla okusemqoka ezindaweni eziningi emhlabeni
ChunkPhr (PlusChunk (N_Chunker (N_Pl_Chunk khomo_9_10_N)) (PlusChunk comma_Chunk (PlusChunk (N_Chunker (N_Sg_Chunk nyamazane_9_10_N)) (PlusChunk comma_Chunk (OneChunk (S_Chunker (S_Chunk (AdvS (NaNPAdv (DetCN (DetNum NumPl) (UseN bhuzi_9_10_N))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopNPAssoc (DetCN (DetNum NumPl) (UseN mpondo_9_10_N))))))))))))),"izinkomo, inyamazane, nezimbuzi kunezimpondo"
ExtPhrConj (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 w_V2 (UsePron (ProDrop i_Pron))))) NoVoc) (PhrUtt NoPConj (UttS (AdvS (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN ladi_5_6_N)))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 aphuk_V2 (DetCN (DetNum NumSg) (UseN lenze_3_4_N))))))) NoVoc),ngiwe eladini ngaphuka umlenze
DirectSpeech (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 zw_V2 (UsePron (ProDrop i_Pron))))) NoVoc) TPresTemp zwakal_V (AdvNP (DetCN (DetNum NumSg) (UseN moya_3_4_N)) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN ndlu_9_10_N))))),ngizwe kuzwakala umoya endlini
ChunkPhr (PlusChunk (CN_Chunker (CN_Sg_Chunk (PredetN (DemPredet this_Quant) ju_11_N))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (ComplV2 zw_V2 (UsePron (ProDrop it11_Pron))))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it11_Pron)) (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN shukela_1a_2a_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (AdAP very_AdA (PositA ningi_A)))))))))))))),lolu ju ngiluzwa lunoshukela omningi kakhulu
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (UseV thos_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""u-anyanisi""))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (Deverb15 PPos (UseV qal_V)))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop he_Pron) (UseV m_V))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 phek_V2 (DetCN (DetNum NumSg) (UseN tshulu_7_8_N))))))))))))",ngithosa u-anyanisi kuqala uma ngipheka isitshulu
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (ComplV2 nik_V2 (DetCN (DetNum NumSg) (PossNP (UseN gogo_1a_2a_N) (UsePron i_Pron)))) (NPAdv (DetCN (DetNum NumPl) (UseN mbali_9_10_N))))))) NoVoc,nginike ugogo wami izimbali
ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (AdvVP (AdvVP (ComplV2 hamb_V2 (UsePron (ProDrop we_Pron))) phezu_Adv) (KwaNPAdv (DetCN (DetNum NumSg) (UseN dwala_5_6_N))))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop it3_Pron) (ComplV2 z_V2 (UsePron (ProDrop it17_Pron))))) (PlusChunk (V_Chunker (V_ile_Chunk singan_V)) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN lwandle_11_10_N)))))))),sihambe phezu kwedwala ukuze singene olwandle
PhrUtt NoPConj (UttS (AdvS (NPAdv (DetCN (DetNum NumSg) (UseN bhatata_1a_2a_N))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (AdvVP (ComplV2 phek_V2 (UsePron (ProDrop it3_Pron))) (InstrAdvNPAdv (PositAdvAdj ningana_A) (DetCN (DetNum NumSg) (UseN sonto_5_6_N)))))))) NoVoc,ubhatata siwupheka kaningana ngesonto
ExtPhrConj (PhrUtt NoPConj (UttImpSg PPos (ImpVP (AdvVP (AdvVP (ComplV2 zw_V2 (UsePron (ProDrop we_Pron))) (InstrNPAdv (Deverb15 PPos (UseV khal_V)))) (KwaNPAdv (DetCN (DetNum NumSg) (UseN nyekevu_9_10_N)))))) NoVoc) (DirectSpeechAdv lapho_Adv TPresTemp qal_V (Deverb15 PPos (UseV hwalal_V))),sizwe ngokukhala kwenyekevu lapho kuqala ukuhwalala
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ummbila""))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""usubonakala""))) (OneChunk (Adv_Chunker (Adv_Chunk (LocAdvNPAdv (InstrNPAdv (DetCN (DetNum NumPl) (UseN khwebu_7_8_N))) (DetCN (DetNum NumSg) (PossNP (UseN gadi_9_10_N) (DetCN (DetNum NumSg) (UseN gogo_1a_2a_N))))))))))",ummbila usubonakala ngezikhwebu engadini kagogo
"ChunkPhr (PlusChunk (V_Chunker (V_e_Chunk sizw_V)) (PlusChunk (Adv_Chunker (Adv_Chunk (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN phunga_5_6_N) (RelNP (DetCN (DetNum NumPl) (UseN thelo_7_8_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative bol_V))))))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""egunjini""))))))",sizwe ngephunga lezithelo ezibolile egunjini
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (ComplV2V sebenzis_V2V (DetCN (DetNum NumSg) (UseN mini_9_10_N)) (UseV shayel_V))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (ComplV2 thol_V2 (DetCN (DetNum NumSg) (PossNP (UseN ndawo_9_10_N) (Deverb15 PPos (UseV phumul_V))))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN suku_14_N)))))))) NoVoc),sisebenzise imini ukushayela sathola indawo yokuphumula ebusuku
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 sebenzis_V2 (UsePron (ProDrop it3_Pron))))))) (PlusChunk (N_Chunker (N_Sg_Chunk pelepele_1a_2a_N)) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop it3_Pron) (UseV m_V))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 phekel_V2 (DetCN (DetNum NumPl) (UseN ngane_9_10_N))))))))))),asiwusebenzisi upelepele uma siphekela izingane
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 dweb_V2 (DetCN (DetNum NumPl) (UseN thombe_7_8_N)))))) NoVoc) (PhrUtt NoPConj (UttS (AdvS (LocAdvAdv (LocNPAdv (RelNP (DetCN (DetNum NumSg) (UseN phepha_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA mhlophe_R))))))) (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (ComplV2 namek_V2 (UsePron (ProDrop they8_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN donga_11_10_N))))))))) NoVoc),sidwebe izithombe ephepheni elimhlophe sazinameka odongeni
ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk moba_3_4_N)) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop he_Pron) (UseV setshenzisw_V))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop youSg_Pron) (ComplV2 enz_V2 (UsePron (ProDrop it17_Pron))))) (OneChunk (NP_Chunker (NP_Nom_Chunk (RelNP (RelNP (DetCN (DetNum NumPl) (UseN phuzo_7_8_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ningi_A))))) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA mnandi_R))))))))))),umoba usetshenziswa ukwenza iziphuzo eziningi ezimnandi
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (ComplV2 thand_V2 (UsePron (ProDrop it3_Pron))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""uphopho""))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop he_Pron) (UseV m_V))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN dla_7_8_N)))) (PlusChunk (N_Chunker (N_Pl_Chunk thelo_7_8_N)) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""zasehlobo"")))))))))",siyawuthanda uphopho uma sidla izithelo zasehlobo
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (ComplVS bon_VS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (ApposCN (UseN nkalankala_9_10_N) hamba_5_6_N)) (AdvVP (UseV kekel_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN dwala_5_6_N))))))))))) NoVoc,sibone inkalankala ihamba ikekela emadwaleni
"ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 fuy_V2 (UsePron (ProDrop we_Pron)))))) (PlusChunk (N_Chunker (N_Pl_Chunk vu_9_10_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kanti""))) (OneChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (ContrastCN (UseN makhelwane_1a_2a_N))) (ComplV2 fuy_V2 (DetCN (DetNum NumPl) (UseN bhuzi_9_10_N)))))))))))",sifuye izimvu kanti umakhelwane yena ufuye izimbuzi
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN nyoni_9_10_N)) (ComplV2 nikezw_V2 (DetCN (DetNum NumPl) (UseN bele_5_6_N))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""nokunye""))) (OneChunk (NP_Chunker (NP_Nom_Chunk (RelNP (Deverb15 PPos (UseV dl_V)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNP (DetCN (DetNum NumPl) (UseN hlamvu_11_10_N)))))))))))",izinyoni zinikezwa amabele nokunye ukudla okuyizinhlamvu
ExtPhrConj (DirectSpeechNP (UsePron (ProDrop he_Pron)) TPastTemp dingek_V (Deverb15 PPos (UseV th_V))) (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 gwegwes_V2 (RelNP (RelNP (DetCN (DetNum NumSg) (UseN dwala_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA khulu_A))))) (UseRCl TPastTemp PPos (RelVP IdRP (CopLocative (LocAdvLoc (LocNPAdv (DetCN (DetNum NumSg) (UseN gwaqo_3_4_N)))))))))))) NoVoc),kudingeke ukuthi sigwegwese idwala elikhulu ebelisemgwaqweni
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopLocative khona_Loc))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""utshani""))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop it14_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (AdvVP (CopAP (PositA hle_A)) (LocAdvAdv (LocAdvNP (LocNNgaAdv phambi_LocN) (DetCN (DetNum NumSg) (PossNP (UseN ndlu_9_10_N) (UsePron we_Pron)))))))))))))",kukhona utshani obuhle ngaphambi kwendlu yethu
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""angikaze""))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop i_Pron) (ComplV2 bon_V2 (UsePron (ProDrop it5_Pron))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ikameli""))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop it5_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumPl) (UseN lunda_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA bili_A))))))))))))))",angikaze ngilibone ikameli elinamalunda amabili
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN tekenya_5_6_N)) (UseV enz_V)))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youSg_Pron)) (AdvVP (UseVStative lunyw_V) kakhulu_Adv)))) NoVoc),amatekenya azokwenza ulunywe kakhulu
ExtPhrConj (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 hlanganis_V2 (RelNP (DetCN (DetNum NumPl) (UseN kwele_7_8_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative bumban_V))))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (AdvVP (ComplV2 enz_V2 (UsePron (ProDrop it17_Pron))) (NPAdv (DetCN (DetNum NumSg) (UseN ngubo_9_10_N))))))) NoVoc),hlanganisa izikwele ezibumbene ukwenza ingubo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop it7_Pron)) (AdvVP (AdvVP (UseVStative dlal_V) (NPAdv (DetCN (DetNum NumSg) (UseN dlalo_3_4_N)))) (LocAdvAdv (LocNNgaAdv phandle_LocN)))))) NoVoc,asidlale umdlalo ngaphandle
