Tree,Linearisation
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yona intombazana ezoba nejezi elimakhwezikhwezi yasika uletisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,yena umfana ohlekayo uyomilisa iwolintshi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,umamekazi wenkosikazi wathenga ithanga
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,ubabekazi wayo inkosikazi ukha umongo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,umuntu ongenajezi elingemakhwezikhwezi akayukuthanda inhlanzi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,yona indoda ebingenajezi elingemakhwezikhwezi ayijabulelanga ikhabe
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet yonder_Quant) woman_N)) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,leya nkosikazi ayiyukuthengisa inyama
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cook_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,yena umfana obengenajezi elingemakhwezikhwezi akazukupheka umfino
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) human_N)) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,lo muntu uyokudla iwolintshi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN boy_N)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,umfowabo womfana aka-odanga izambane
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,yona indoda yathengisa umongo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yena umfana ozoba nejezi elimakhwezikhwezi akakhanga obhontshisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,yena umuntu ongezukuba nasambulela esikhulu akazukusika ithanga
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN coffee_N)))))) NoVoc,yona inkosikazi ezoba nejezi elimakhwezikhwezi i-oda ikhofi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,yena umfana obengenasambulela engesikhulu akayukufuna isinkwa
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,yona indoda ekhwehlelayo ithande iphalishi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN human_N)))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,umfowabo womuntu akayukukha ikhabe
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,yona inkosikazi ebinejezi elimakhwezikhwezi ithengise ubhanana
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,yona indoda ebingenasambulela engesikhulu ayithenganga iphalishi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,yona intombazana engezukuba nasambulela engesikhulu ayiyukufuna isinkwa
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN human_N))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,ubabekazi wakhe umuntu akayuku-oda umongo
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN man_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,ubabekazi wawo amadoda akadlanga isithelo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,intombazana engenasambulela esikhulu ayidli isinkwa
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN human_N))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,umamekazi wabo abantu akayukusika umfino
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN woman_N))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,umamekazi wawo amakhosikazi ufuna uletisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,ubabekazi wakhe umfana aka-odanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 prepare_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,indoda enesambulela esikhulu iyolungisa isinkwa
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet yonder_Quant) girl_N)) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,leya ntombazana ayidlanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,yona inkosikazi ezoba nesambulela esikhulu ayisikanga isithelo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN boy_N))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,ubabekazi wabo abafana ujabulela iphalishi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN boy_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,umamekazi wabo abafana udla umfino
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN man_N)))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,umfowabo wendoda uzokudla isithelo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,yona inkosikazi ayizuku-oda iwolintshi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,yona intombazana enejezi elimakhwezikhwezi ayithengisi isithelo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN woman_N))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,umamekazi wawo amakhosikazi akazukuthanda ubhanana
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,yona intombazana engakhwehleli ayizukudla inyama
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,inkosikazi ezoba nejezi elimakhwezikhwezi izothanda uletisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 pick_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yona intombazana engakhwehleli ayikhi obhontshisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) human_N)) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,lo muntu akazuku-oda umongo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet that_Quant) woman_N)) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,leyo nkosikazi ayithengisi uletisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,indoda engezukuba najezi elimakhwezikhwezi ayiyukumilisa izambane
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) goat_N)) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,le mbuzi yadla iwolintshi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN coffee_N)))))) NoVoc,indoda ebinesambulela esikhulu ayizuku-oda ikhofi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,umuntu ongezukuba najezi elimakhwezikhwezi akathengisanga ithanga
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,yena umfana ongezukuba najezi elingemakhwezikhwezi akazukujabulela ikhabe
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,yona inkosikazi ezoba nesambulela esikhulu yathengisa inhlanzi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,yona indoda ebinesambulela esikhulu ayimilisanga umongo
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yena umfana ongenajezi elingemakhwezikhwezi akasikanga obhontshisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,indoda ebinejezi elimakhwezikhwezi ayiyukufuna umongo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (UseN boy_N)))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,umfowabo wabafana ujabulela isinkwa
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yena umuntu okhwehlelayo akakhanga uletisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN man_N))))) (ComplV2 cook_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,ubabekazi wayo indoda upheke obhontshisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,umfowabo wayo intombazana uthengise ushizi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet yonder_Quant) girl_N)) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,leya ntombazana iyokudla umongo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,yona inkosikazi engezukuba nasambulela engesikhulu ayizuku-oda iwolintshi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,yona inkosikazi ezoba nejezi elimakhwezikhwezi ayi-odanga umongo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (UseN human_N)))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,ubabekazi womuntu akathenganga izambane
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN porridge_N)))))) NoVoc,yena umfana obenejezi elimakhwezikhwezi wajabulela iphalishi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,ubabekazi wayo inkosikazi udla inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cook_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yona intombazana engenajezi elingemakhwezikhwezi ayipheki uletisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,intombazana engezukuba najezi elingemakhwezikhwezi ayijabulelanga iwolintshi
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 buy_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,yona indoda ehlekayo izothenga amanzi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) human_N)) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,lo muntu akayukumilisa izambane
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN man_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,umfowabo wawo amadoda akadli umongo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,yena umfana ongezukuba najezi elimakhwezikhwezi akazukuthanda ushizi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,umfana okhwehlelayo akafunanga ubhanana
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (UseN boy_N)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,umamekazi wabafana akayukuthanda ikhabe
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumPl) (EmphCN (UseN boy_N))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,umfowabo wabo abafana akathandi inyama
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,umfowabo wakhe umfana wa-oda ikhabe
